Term	Grantham_Val	Annotation	Haploblock
GO:0006355	2352	regulation of transcription, DNA-templated	ANN_11_01
GO:0006357	255	regulation of transcription by RNA polymerase II	ANN_11_01
GO:0006364	371	rRNA processing	ANN_11_01
GO:0006396	358	RNA processing	ANN_11_01
GO:0006400	124	tRNA modification	ANN_11_01
GO:0006402	257	mRNA catabolic process	ANN_11_01
GO:0006412	199	translation	ANN_11_01
GO:0006419	124	alanyl-tRNA aminoacylation	ANN_11_01
GO:0006468	22312	protein phosphorylation	ANN_11_01
GO:0006486	157	protein glycosylation	ANN_11_01
GO:0006499	98	N-terminal protein myristoylation	ANN_11_01
GO:0006511	344	ubiquitin-dependent protein catabolic process	ANN_11_01
GO:0006520	32	cellular amino acid metabolic process	ANN_11_01
GO:0006561	180	proline biosynthetic process	ANN_11_01
GO:0006629	1334	lipid metabolic process	ANN_11_01
GO:0006633	786	fatty acid biosynthetic process	ANN_11_01
GO:0006635	271	fatty acid beta-oxidation	ANN_11_01
GO:0006662	58	glycerol ether metabolic process	ANN_11_01
GO:0006784	184	heme A biosynthetic process	ANN_11_01
GO:0006807	32	nitrogen compound metabolic process	ANN_11_01
GO:0006863	515	purine nucleobase transport	ANN_11_01
GO:0006865	23	amino acid transport	ANN_11_01
GO:0006874	602	cellular calcium ion homeostasis	ANN_11_01
GO:0006886	99	intracellular protein transport	ANN_11_01
GO:0006888	58	endoplasmic reticulum to Golgi vesicle-mediated transport	ANN_11_01
GO:0006891	952	intra-Golgi vesicle-mediated transport	ANN_11_01
GO:0006970	384	response to osmotic stress	ANN_11_01
GO:0006974	99	cellular response to DNA damage stimulus	ANN_11_01
GO:0006979	58	response to oxidative stress	ANN_11_01
GO:0006997	282	nucleus organization	ANN_11_01
GO:0007017	240	microtubule-based process	ANN_11_01
GO:0007018	113	microtubule-based movement	ANN_11_01
GO:0007030	517	Golgi organization	ANN_11_01
GO:0007031	271	peroxisome organization	ANN_11_01
GO:0007165	1641	signal transduction	ANN_11_01
GO:0007178	95	transmembrane receptor protein serine/threonine kinase signaling pathway	ANN_11_01
GO:0007186	257	G protein-coupled receptor signaling pathway	ANN_11_01
GO:0007189	29	adenylate cyclase-activating G protein-coupled receptor signaling pathway	ANN_11_01
GO:0008380	310	RNA splicing	ANN_11_01
GO:0008643	22	carbohydrate transport	ANN_11_01
GO:0009220	32	pyrimidine ribonucleotide biosynthetic process	ANN_11_01
GO:0009294	248	DNA mediated transformation	ANN_11_01
GO:0009299	120	mRNA transcription	ANN_11_01
GO:0009408	370	response to heat	ANN_11_01
GO:0009409	433	response to cold	ANN_11_01
GO:0009414	276	response to water deprivation	ANN_11_01
GO:0009416	120	response to light stimulus	ANN_11_01
GO:0009451	46	RNA modification	ANN_11_01
GO:0009555	459	pollen development	ANN_11_01
GO:0009585	230	red, far-red light phototransduction	ANN_11_01
GO:0009611	2167	response to wounding	ANN_11_01
GO:0009625	233	response to insect	ANN_11_01
GO:0009626	869	plant-type hypersensitive response	ANN_11_01
GO:0009638	81	phototropism	ANN_11_01
GO:0009639	500	response to red or far red light	ANN_11_01
GO:0009640	494	photomorphogenesis	ANN_11_01
GO:0009647	264	skotomorphogenesis	ANN_11_01
GO:0009651	2441	response to salt stress	ANN_11_01
GO:0009653	174	anatomical structure morphogenesis	ANN_11_01
GO:0009663	99	plasmodesma organization	ANN_11_01
GO:0009688	200	abscisic acid biosynthetic process	ANN_11_01
GO:0009718	180	anthocyanin-containing compound biosynthetic process	ANN_11_01
GO:0009723	532	response to ethylene	ANN_11_01
GO:0009733	325	response to auxin	ANN_11_01
GO:0009734	281	auxin-activated signaling pathway	ANN_11_01
GO:0009737	2059	response to abscisic acid	ANN_11_01
GO:0009739	241	response to gibberellin	ANN_11_01
GO:0009740	241	gibberellic acid mediated signaling pathway	ANN_11_01
GO:0009742	151	brassinosteroid mediated signaling pathway	ANN_11_01
GO:0009749	200	response to glucose	ANN_11_01
GO:0009751	125	response to salicylic acid	ANN_11_01
GO:0009753	173	response to jasmonic acid	ANN_11_01
GO:0009755	257	hormone-mediated signaling pathway	ANN_11_01
GO:0009785	81	blue light signaling pathway	ANN_11_01
GO:0009789	59	positive regulation of abscisic acid-activated signaling pathway	ANN_11_01
GO:0009791	141	post-embryonic development	ANN_11_01
GO:0009793	514	embryo development ending in seed dormancy	ANN_11_01
GO:0009809	21	lignin biosynthetic process	ANN_11_01
GO:0009826	81	unidimensional cell growth	ANN_11_01
GO:0009832	316	plant-type cell wall biogenesis	ANN_11_01
GO:0009860	26	pollen tube growth	ANN_11_01
GO:0009861	3948	jasmonic acid and ethylene-dependent systemic resistance	ANN_11_01
GO:0009863	241	salicylic acid mediated signaling pathway	ANN_11_01
GO:0009864	27	induced systemic resistance, jasmonic acid mediated signaling pathway	ANN_11_01
GO:0009867	241	jasmonic acid mediated signaling pathway	ANN_11_01
GO:0009909	292	regulation of flower development	ANN_11_01
GO:0009911	22	positive regulation of flower development	ANN_11_01
GO:0009926	174	auxin polar transport	ANN_11_01
GO:0009932	1334	cell tip growth	ANN_11_01
GO:0009938	241	negative regulation of gibberellic acid mediated signaling pathway	ANN_11_01
GO:0009942	208	longitudinal axis specification	ANN_11_01
GO:0009959	500	negative gravitropism	ANN_11_01
GO:0009960	248	endosperm development	ANN_11_01
GO:0009965	244	leaf morphogenesis	ANN_11_01
GO:0010026	1334	trichome differentiation	ANN_11_01
GO:0010029	348	regulation of seed germination	ANN_11_01
GO:0010051	99	xylem and phloem pattern formation	ANN_11_01
GO:0010053	1334	root epidermal cell differentiation	ANN_11_01
GO:0010064	98	embryonic shoot morphogenesis	ANN_11_01
GO:0010067	99	procambium histogenesis	ANN_11_01
GO:0010072	145	primary shoot apical meristem specification	ANN_11_01
GO:0010088	99	phloem development	ANN_11_01
GO:0010105	106	negative regulation of ethylene-activated signaling pathway	ANN_11_01
GO:0010118	200	stomatal movement	ANN_11_01
GO:0010119	348	regulation of stomatal movement	ANN_11_01
GO:0010120	180	camalexin biosynthetic process	ANN_11_01
GO:0010150	424	leaf senescence	ANN_11_01
GO:0010152	46	pollen maturation	ANN_11_01
GO:0010162	160	seed dormancy process	ANN_11_01
GO:0010182	516	sugar mediated signaling pathway	ANN_11_01
GO:0010183	197	pollen tube guidance	ANN_11_01
GO:0010187	241	negative regulation of seed germination	ANN_11_01
GO:0010193	98	response to ozone	ANN_11_01
GO:0010200	308	response to chitin	ANN_11_01
GO:0010215	26	cellulose microfibril organization	ANN_11_01
GO:0010218	694	response to far red light	ANN_11_01
GO:0010222	1586	stem vascular tissue pattern formation	ANN_11_01
GO:0010223	145	secondary shoot formation	ANN_11_01
GO:0010227	471	floral organ abscission	ANN_11_01
GO:0010228	22	vegetative to reproductive phase transition of meristem	ANN_11_01
GO:0010231	160	maintenance of seed dormancy	ANN_11_01
GO:0010252	81	auxin homeostasis	ANN_11_01
GO:0010305	174	leaf vascular tissue pattern formation	ANN_11_01
GO:0010345	1586	suberin biosynthetic process	ANN_11_01
GO:0010411	694	xyloglucan metabolic process	ANN_11_01
GO:0010413	97	glucuronoxylan metabolic process	ANN_11_01
GO:0010417	97	glucuronoxylan biosynthetic process	ANN_11_01
GO:0010442	1334	guard cell morphogenesis	ANN_11_01
GO:0010497	99	plasmodesmata-mediated intercellular transport	ANN_11_01
GO:0010584	46	pollen exine formation	ANN_11_01
GO:0010588	1586	cotyledon vascular tissue pattern formation	ANN_11_01
GO:0010603	378	regulation of cytoplasmic mRNA processing body assembly	ANN_11_01
GO:0015031	99	protein transport	ANN_11_01
GO:0015871	99	choline transport	ANN_11_01
GO:0015908	1586	fatty acid transport	ANN_11_01
GO:0015910	271	long-chain fatty acid import into peroxisome	ANN_11_01
GO:0015914	60	phospholipid transport	ANN_11_01
GO:0015995	264	chlorophyll biosynthetic process	ANN_11_01
GO:0016036	348	cellular response to phosphate starvation	ANN_11_01
GO:0016106	371	sesquiterpenoid biosynthetic process	ANN_11_01
GO:0016192	99	vesicle-mediated transport	ANN_11_01
GO:0016226	24	iron-sulfur cluster assembly	ANN_11_01
GO:0016310	181	phosphorylation	ANN_11_01
GO:0016311	99	dephosphorylation	ANN_11_01
GO:0016554	46	cytidine to uridine editing	ANN_11_01
GO:0016567	802	protein ubiquitination	ANN_11_01
GO:0018008	98	N-terminal peptidyl-glycine N-myristoylation	ANN_11_01
GO:0018105	227	peptidyl-serine phosphorylation	ANN_11_01
GO:0018315	200	molybdenum incorporation into molybdenum-molybdopterin complex	ANN_11_01
GO:0019222	29	regulation of metabolic process	ANN_11_01
GO:0019509	143	L-methionine salvage from methylthioadenosine	ANN_11_01
GO:0019760	46	glucosinolate metabolic process	ANN_11_01
GO:0019827	174	stem cell population maintenance	ANN_11_01
GO:0019853	98	L-ascorbic acid biosynthetic process	ANN_11_01
GO:0030007	348	cellular potassium ion homeostasis	ANN_11_01
GO:0030010	208	establishment of cell polarity	ANN_11_01
GO:0030029	174	actin filament-based process	ANN_11_01
GO:0030041	248	actin filament polymerization	ANN_11_01
GO:0030100	99	regulation of endocytosis	ANN_11_01
GO:0030154	244	cell differentiation	ANN_11_01
GO:0030174	141	regulation of DNA-dependent DNA replication initiation	ANN_11_01
GO:0030308	471	negative regulation of cell growth	ANN_11_01
GO:0030322	348	stabilization of membrane potential	ANN_11_01
GO:0030388	134	fructose 1,6-bisphosphate metabolic process	ANN_11_01
GO:0030422	428	production of siRNA involved in RNA interference	ANN_11_01
GO:0030488	24	tRNA methylation	ANN_11_01
GO:0030638	46	polyketide metabolic process	ANN_11_01
GO:0031087	257	deadenylation-independent decapping of nuclear-transcribed mRNA	ANN_11_01
GO:0031146	45	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	ANN_11_01
GO:0031667	277	response to nutrient levels	ANN_11_01
GO:0031936	547	negative regulation of chromatin silencing	ANN_11_01
GO:0031937	22	positive regulation of chromatin silencing	ANN_11_01
GO:0032259	1053	methylation	ANN_11_01
GO:0032456	232	endocytic recycling	ANN_11_01
GO:0032968	239	positive regulation of transcription elongation from RNA polymerase II promoter	ANN_11_01
GO:0033384	32	geranyl diphosphate biosynthetic process	ANN_11_01
GO:0033962	202	P-body assembly	ANN_11_01
GO:0034063	378	stress granule assembly	ANN_11_01
GO:0034498	377	early endosome to Golgi transport	ANN_11_01
GO:0034613	95	cellular protein localization	ANN_11_01
GO:0035494	517	SNARE complex disassembly	ANN_11_01
GO:0035556	315	intracellular signal transduction	ANN_11_01
GO:0042147	232	retrograde transport, endosome to Golgi	ANN_11_01
GO:0042149	171	cellular response to glucose starvation	ANN_11_01
GO:0042335	1586	cuticle development	ANN_11_01
GO:0042538	421	hyperosmotic salinity response	ANN_11_01
GO:0042546	694	cell wall biogenesis	ANN_11_01
GO:0042742	258	defense response to bacterium	ANN_11_01
GO:0042760	271	very long-chain fatty acid catabolic process	ANN_11_01
GO:0043001	517	Golgi to plasma membrane protein transport	ANN_11_01
GO:0043067	183	regulation of programmed cell death	ANN_11_01
GO:0043085	58	positive regulation of catalytic activity	ANN_11_01
GO:0043086	58	negative regulation of catalytic activity	ANN_11_01
GO:0043161	527	proteasome-mediated ubiquitin-dependent protein catabolic process	ANN_11_01
GO:0043433	65	negative regulation of DNA-binding transcription factor activity	ANN_11_01
GO:0043547	99	positive regulation of GTPase activity	ANN_11_01
GO:0043971	1195	histone H3-K18 acetylation	ANN_11_01
GO:0043972	1195	histone H3-K23 acetylation	ANN_11_01
GO:0044030	1217	regulation of DNA methylation	ANN_11_01
GO:0044154	1195	histone H3-K14 acetylation	ANN_11_01
GO:0044205	32	'de novo' UMP biosynthetic process	ANN_11_01
GO:0044772	247	mitotic cell cycle phase transition	ANN_11_01
GO:0045010	248	actin nucleation	ANN_11_01
GO:0045037	200	protein import into chloroplast stroma	ANN_11_01
GO:0045087	904	innate immune response	ANN_11_01
GO:0045088	3948	regulation of innate immune response	ANN_11_01
GO:0045337	32	farnesyl diphosphate biosynthetic process	ANN_11_01
GO:0045454	58	cell redox homeostasis	ANN_11_01
GO:0045489	97	pectin biosynthetic process	ANN_11_01
GO:0045492	97	xylan biosynthetic process	ANN_11_01
GO:0045732	344	positive regulation of protein catabolic process	ANN_11_01
GO:0045892	1367	negative regulation of transcription, DNA-templated	ANN_11_01
GO:0045893	143	positive regulation of transcription, DNA-templated	ANN_11_01
GO:0045927	351	positive regulation of growth	ANN_11_01
GO:0045931	248	positive regulation of mitotic cell cycle	ANN_11_01
GO:0045962	244	positive regulation of development, heterochronic	ANN_11_01
GO:0045995	75	regulation of embryonic development	ANN_11_01
GO:0046686	375	response to cadmium ion	ANN_11_01
GO:0046777	10263	protein autophosphorylation	ANN_11_01
GO:0048193	58	Golgi vesicle transport	ANN_11_01
GO:0048211	517	Golgi vesicle docking	ANN_11_01
GO:0048317	323	seed morphogenesis	ANN_11_01
GO:0048364	521	root development	ANN_11_01
GO:0048366	1523	leaf development	ANN_11_01
GO:0048544	17156	recognition of pollen	ANN_11_01
GO:0048658	205	anther wall tapetum development	ANN_11_01
GO:0048731	75	system development	ANN_11_01
GO:0048765	1334	root hair cell differentiation	ANN_11_01
GO:0050790	171	regulation of catalytic activity	ANN_11_01
GO:0050801	99	ion homeostasis	ANN_11_01
GO:0050826	233	response to freezing	ANN_11_01
GO:0050829	471	defense response to Gram-negative bacterium	ANN_11_01
GO:0050832	569	defense response to fungus	ANN_11_01
GO:0051225	113	spindle assembly	ANN_11_01
GO:0051245	65	negative regulation of cellular defense response	ANN_11_01
GO:0051262	45	protein tetramerization	ANN_11_01
GO:0051301	316	cell division	ANN_11_01
GO:0051453	61	regulation of intracellular pH	ANN_11_01
GO:0051510	99	regulation of unidimensional cell growth	ANN_11_01
GO:0051568	732	histone H3-K4 methylation	ANN_11_01
GO:0051762	371	sesquiterpene biosynthetic process	ANN_11_01
GO:0052541	1334	plant-type cell wall cellulose metabolic process	ANN_11_01
GO:0055074	602	calcium ion homeostasis	ANN_11_01
GO:0055075	61	potassium ion homeostasis	ANN_11_01
GO:0055085	2217	transmembrane transport	ANN_11_01
GO:0055088	99	lipid homeostasis	ANN_11_01
GO:0060858	471	vesicle-mediated transport involved in floral organ abscission	ANN_11_01
GO:0060866	471	leaf abscission	ANN_11_01
GO:0061087	22	positive regulation of histone H3-K27 methylation	ANN_11_01
GO:0061817	110	endoplasmic reticulum-plasma membrane tethering	ANN_11_01
GO:0070301	251	cellular response to hydrogen peroxide	ANN_11_01
GO:0070588	602	calcium ion transmembrane transport	ANN_11_01
GO:0070816	239	phosphorylation of RNA polymerase II C-terminal domain	ANN_11_01
GO:0070829	22	heterochromatin maintenance	ANN_11_01
GO:0071257	348	cellular response to electrical stimulus	ANN_11_01
GO:0071456	430	cellular response to hypoxia	ANN_11_01
GO:0071472	602	cellular response to salt stress	ANN_11_01
GO:0071555	123	cell wall organization	ANN_11_01
GO:0071577	289	zinc ion transmembrane transport	ANN_11_01
GO:0071784	278	endoplasmic reticulum cisternal network assembly	ANN_11_01
GO:0071786	278	endoplasmic reticulum tubular network organization	ANN_11_01
GO:0071805	409	potassium ion transmembrane transport	ANN_11_01
GO:0080022	205	primary root development	ANN_11_01
GO:0080027	371	response to herbivore	ANN_11_01
GO:0080051	1586	cutin transport	ANN_11_01
GO:0080060	75	integument development	ANN_11_01
GO:0080110	46	sporopollenin biosynthetic process	ANN_11_01
GO:0080111	547	DNA demethylation	ANN_11_01
GO:0080144	205	amino acid homeostasis	ANN_11_01
GO:0080156	46	mitochondrial mRNA modification	ANN_11_01
GO:0080167	98	response to karrikin	ANN_11_01
GO:0080169	271	cellular response to boron-containing substance deprivation	ANN_11_01
GO:0080188	1195	gene silencing by RNA-directed DNA methylation	ANN_11_01
GO:0090158	110	endoplasmic reticulum membrane organization	ANN_11_01
GO:0090436	22	leaf pavement cell development	ANN_11_01
GO:0090603	99	sieve element differentiation	ANN_11_01
GO:0090630	570	activation of GTPase activity	ANN_11_01
GO:0090691	145	formation of plant organ boundary	ANN_11_01
GO:0090698	24	post-embryonic plant morphogenesis	ANN_11_01
GO:0090709	145	regulation of timing of plant organ formation	ANN_11_01
GO:0097623	348	potassium ion export across plasma membrane	ANN_11_01
GO:0098719	61	sodium ion import across plasma membrane	ANN_11_01
GO:1900056	180	negative regulation of leaf senescence	ANN_11_01
GO:1900111	22	positive regulation of histone H3-K9 dimethylation	ANN_11_01
GO:1900363	22	regulation of mRNA polyadenylation	ANN_11_01
GO:1902184	141	negative regulation of shoot apical meristem development	ANN_11_01
GO:1990110	230	callus formation	ANN_11_01
GO:1990126	232	retrograde transport, endosome to plasma membrane	ANN_11_01
GO:1990573	348	potassium ion import across plasma membrane	ANN_11_01
GO:2000012	99	regulation of auxin polar transport	ANN_11_01
GO:2000024	22	regulation of leaf development	ANN_11_01
GO:2000032	244	regulation of secondary shoot formation	ANN_11_01
GO:2000033	241	regulation of seed dormancy process	ANN_11_01
GO:2000060	56	positive regulation of ubiquitin-dependent protein catabolic process	ANN_11_01
GO:2000377	241	regulation of reactive oxygen species metabolic process	ANN_11_01
GO:2000582	240	positive regulation of ATP-dependent microtubule motor activity, plus-end-directed	ANN_11_01
