Term	Annotation	Total_Grantham_SV	Rank_SV	Total_Grantham_Bkgd	Rank_Bkgd	Rank_Compare	Rank_Compare_Abs
GO:0042425	choline biosynthetic process	343	2226	NA	NA	NA	NA
GO:0042450	arginine biosynthetic process via ornithine	97	2351	NA	NA	NA	NA
GO:0042538	hyperosmotic salinity response	3986	123	670	742	-619	619
GO:0042539	hypotonic salinity response	766	1893	NA	NA	NA	NA
GO:0042542	response to hydrogen peroxide	2161	687.5	872	612.5	75	75
GO:0042545	cell wall modification	970	1730	1378	359	1371	1371
GO:0042546	cell wall biogenesis	1591	1178	410	906	272	272
GO:0042549	photosystem II stabilization	1354	1395	NA	NA	NA	NA
GO:0042550	photosystem I stabilization	1346	1403	NA	NA	NA	NA
GO:0042593	glucose homeostasis	653	1983	NA	NA	NA	NA
GO:0042594	response to starvation	2565	371	897	599	-228	228
GO:0042631	cellular response to water deprivation	861	1820.5	1165	444.5	1376	1376
GO:0042659	regulation of cell fate specification	1710	1062.5	NA	NA	NA	NA
GO:0042726	flavin-containing compound metabolic process	624	2006	NA	NA	NA	NA
GO:0042732	D-xylose metabolic process	522	2086	193	1010	1076	1076
GO:0042742	defense response to bacterium	18129	7	23771	2	5	5
GO:0042744	hydrogen peroxide catabolic process	816	1852	NA	NA	NA	NA
GO:0042752	regulation of circadian rhythm	2884	266	779	673	-407	407
GO:0042753	positive regulation of circadian rhythm	1413	1345.5	659	747	598.5	598.5
GO:0042754	negative regulation of circadian rhythm	1536	1234	NA	NA	NA	NA
GO:0042760	very long-chain fatty acid catabolic process	2980	239	NA	NA	NA	NA
GO:0042761	very long-chain fatty acid biosynthetic process	2585	366.5	1289	394	-27.5	27.5
GO:0042762	regulation of sulfur metabolic process	1894	921	NA	NA	NA	NA
GO:0042766	nucleosome mobilization	1198	1532	NA	NA	NA	NA
GO:0042773	ATP synthesis coupled electron transport	116	2337	NA	NA	NA	NA
GO:0042776	mitochondrial ATP synthesis coupled proton transport	971	1729	625	770	959	959
GO:0042789	mRNA transcription by RNA polymerase II	1038	1678.5	NA	NA	NA	NA
GO:0042790	nucleolar large rRNA transcription by RNA polymerase I	1270	1461	NA	NA	NA	NA
GO:0042793	plastid transcription	1456	1304.5	NA	NA	NA	NA
GO:0042795	snRNA transcription by RNA polymerase II	2158	690	NA	NA	NA	NA
GO:0042796	snRNA transcription by RNA polymerase III	2159	689	NA	NA	NA	NA
GO:0042820	vitamin B6 catabolic process	2372	481.5	NA	NA	NA	NA
GO:0042821	pyridoxal biosynthetic process	1657	1120	NA	NA	NA	NA
GO:0042853	L-alanine catabolic process	1167	1569.5	NA	NA	NA	NA
GO:0042938	dipeptide transport	1130	1597	NA	NA	NA	NA
GO:0042939	tripeptide transport	2964	243.5	NA	NA	NA	NA
GO:0042989	sequestering of actin monomers	2127	716.5	NA	NA	NA	NA
GO:0043001	Golgi to plasma membrane protein transport	1529	1239.5	NA	NA	NA	NA
GO:0043007	maintenance of rDNA	1051	1667	391	920	747	747
GO:0043044	ATP-dependent chromatin remodeling	119	2335	NA	NA	NA	NA
GO:0043067	regulation of programmed cell death	2611	362	1361	366	-4	4
GO:0043068	positive regulation of programmed cell death	2542	381	846	628.5	-247.5	247.5
GO:0043069	negative regulation of programmed cell death	1682	1097	1566	317.5	779.5	779.5
GO:0043085	positive regulation of catalytic activity	1519	1247	612	786	461	461
GO:0043086	negative regulation of catalytic activity	1421	1337.5	NA	NA	NA	NA
GO:0043087	regulation of GTPase activity	1777	1011.5	933	567	444.5	444.5
GO:0043090	amino acid import	69	2367	61	1052	1315	1315
GO:0043100	pyrimidine nucleobase salvage	1661	1114	NA	NA	NA	NA
GO:0043153	entrainment of circadian clock by photoperiod	537	2077	NA	NA	NA	NA
GO:0043157	response to cation stress	2005	823	NA	NA	NA	NA
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	2942	252	1761	268	-16	16
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	2384	467.5	1089	475	-7.5	7.5
GO:0043201	response to leucine	2659	346.5	NA	NA	NA	NA
GO:0043247	telomere maintenance in response to DNA damage	2997	234	NA	NA	NA	NA
GO:0043248	proteasome assembly	344	2224.5	NA	NA	NA	NA
GO:0043255	regulation of carbohydrate biosynthetic process	1729	1045.5	NA	NA	NA	NA
GO:0043269	regulation of ion transport	1794	999	NA	NA	NA	NA
GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	1631	1141	NA	NA	NA	NA
GO:0043433	negative regulation of DNA-binding transcription factor activity	1819	978.5	NA	NA	NA	NA
GO:0043434	response to peptide hormone	2013	815.5	NA	NA	NA	NA
GO:0043447	alkane biosynthetic process	338	2230.5	NA	NA	NA	NA
GO:0043481	anthocyanin accumulation in tissues in response to UV light	996	1712	NA	NA	NA	NA
GO:0043484	regulation of RNA splicing	1923	894.5	888	602	292.5	292.5
GO:0043486	histone exchange	837	1834	NA	NA	NA	NA
GO:0043547	positive regulation of GTPase activity	2137	711	853	625	86	86
GO:0043562	cellular response to nitrogen levels	286	2254	473	875.5	1378.5	1378.5
GO:0043570	maintenance of DNA repeat elements	1290	1441.5	NA	NA	NA	NA
GO:0043572	plastid fission	1355	1393.5	NA	NA	NA	NA
GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	2880	269	NA	NA	NA	NA
GO:0043620	regulation of DNA-templated transcription in response to stress	1944	868	NA	NA	NA	NA
GO:0043622	cortical microtubule organization	1812	985.5	653	748.5	237	237
GO:0043633	polyadenylation-dependent RNA catabolic process	1377	1374	604	792.5	581.5	581.5
GO:0043666	regulation of phosphoprotein phosphatase activity	2015	811.5	1579	314	497.5	497.5
GO:0043693	monoterpene biosynthetic process	2150	698.5	NA	NA	NA	NA
GO:0043697	cell dedifferentiation	191	2302.5	NA	NA	NA	NA
GO:0043928	exonucleolytic catabolism of deadenylated mRNA	557	2056	340	948	1108	1108
GO:0043953	protein transport by the Tat complex	1945	867	NA	NA	NA	NA
GO:0043966	histone H3 acetylation	915	1772	3133	116	1656	1656
GO:0043971	histone H3-K18 acetylation	3832	135	NA	NA	NA	NA
GO:0043972	histone H3-K23 acetylation	3833	134	NA	NA	NA	NA
GO:0043981	histone H4-K5 acetylation	741	1910	NA	NA	NA	NA
GO:0043985	histone H4-R3 methylation	813	1855.5	NA	NA	NA	NA
GO:0044030	regulation of DNA methylation	6176	58	752	699	-641	641
GO:0044070	regulation of anion transport	1689	1085	NA	NA	NA	NA
GO:0044154	histone H3-K14 acetylation	3831	136	NA	NA	NA	NA
GO:0044205	'de novo' UMP biosynthetic process	574	2040.5	159	1017	1023.5	1023.5
GO:0044206	UMP salvage	2340	511	NA	NA	NA	NA
GO:0044208	'de novo' AMP biosynthetic process	1	2396	1	1069	1327	1327
GO:0044209	AMP salvage	76	2361.5	NA	NA	NA	NA
GO:0044210	'de novo' CTP biosynthetic process	2	2395	NA	NA	NA	NA
GO:0044211	CTP salvage	380	2189	NA	NA	NA	NA
GO:0044237	cellular metabolic process	294	2252	NA	NA	NA	NA
GO:0044255	cellular lipid metabolic process	561	2052.5	NA	NA	NA	NA
GO:0044262	cellular carbohydrate metabolic process	224	2289	102	1038	1251	1251
GO:0044571	[2Fe-2S] cluster assembly	54	2375	NA	NA	NA	NA
GO:0044772	mitotic cell cycle phase transition	2080	757	2195	196	561	561
GO:0044774	mitotic DNA integrity checkpoint	1004	1702.5	910	590	1112.5	1112.5
GO:0044804	autophagy of nucleus	125	2334	NA	NA	NA	NA
GO:0044805	late nucleophagy	1045	1674.5	NA	NA	NA	NA
GO:0045003	double-strand break repair via synthesis-dependent strand annealing	1259	1473	NA	NA	NA	NA
GO:0045010	actin nucleation	1685	1092	455	882.5	209.5	209.5
GO:0045026	plasma membrane fusion	1350	1396.5	NA	NA	NA	NA
GO:0045036	protein targeting to chloroplast	1668	1108.5	2051	219.5	889	889
GO:0045037	protein import into chloroplast stroma	2449	428	1020	520	-92	92
GO:0045038	protein import into chloroplast thylakoid membrane	1744	1035	758	694.5	340.5	340.5
GO:0045039	protein insertion into mitochondrial inner membrane	1579	1191.5	687	735	456.5	456.5
GO:0045040	protein insertion into mitochondrial outer membrane	1638	1133.5	688	734	399.5	399.5
GO:0045047	protein targeting to ER	1623	1149.5	925	572	577.5	577.5
GO:0045048	protein insertion into ER membrane	1607	1164.5	NA	NA	NA	NA
GO:0045053	protein retention in Golgi apparatus	1617	1155	877	609.5	545.5	545.5
GO:0045087	innate immune response	4093	116	6773	29	87	87
GO:0045088	regulation of innate immune response	7013	44	NA	NA	NA	NA
GO:0045116	protein neddylation	1603	1169	NA	NA	NA	NA
GO:0045128	negative regulation of reciprocal meiotic recombination	1538	1230.5	NA	NA	NA	NA
GO:0045132	meiotic chromosome segregation	952	1736.5	1397	351	1385.5	1385.5
GO:0045144	meiotic sister chromatid segregation	932	1755	NA	NA	NA	NA
GO:0045165	cell fate commitment	261	2268.5	229	993	1275.5	1275.5
GO:0045184	establishment of protein localization	549	2065	NA	NA	NA	NA
GO:0045292	mRNA cis splicing, via spliceosome	1730	1044	NA	NA	NA	NA
GO:0045324	late endosome to vacuole transport	1249	1485	646	755	730	730
GO:0045332	phospholipid translocation	1520	1244.5	NA	NA	NA	NA
GO:0045333	cellular respiration	242	2278.5	111	1036	1242.5	1242.5
GO:0045337	farnesyl diphosphate biosynthetic process	1251	1483	NA	NA	NA	NA
GO:0045454	cell redox homeostasis	1006	1700.5	90	1042	658.5	658.5
GO:0045471	response to ethanol	1980	842	NA	NA	NA	NA
GO:0045487	gibberellin catabolic process	909	1778	285	974	804	804
GO:0045488	pectin metabolic process	1240	1493.5	NA	NA	NA	NA
GO:0045489	pectin biosynthetic process	1585	1184.5	536	827	357.5	357.5
GO:0045490	pectin catabolic process	2131	714	2203	195	519	519
GO:0045491	xylan metabolic process	2863	275	NA	NA	NA	NA
GO:0045492	xylan biosynthetic process	3708	149	1222	422	-273	273
GO:0045493	xylan catabolic process	3649	158	1223	421	-263	263
GO:0045595	regulation of cell differentiation	2419	440.5	NA	NA	NA	NA
GO:0045596	negative regulation of cell differentiation	1080	1640	NA	NA	NA	NA
GO:0045597	positive regulation of cell differentiation	1694	1078	NA	NA	NA	NA
GO:0045604	regulation of epidermal cell differentiation	2010	819	820	647	172	172
GO:0045691	regulation of embryo sac central cell differentiation	2049	785	NA	NA	NA	NA
GO:0045694	regulation of embryo sac egg cell differentiation	2089	752	NA	NA	NA	NA
GO:0045697	regulation of synergid differentiation	2193	657	NA	NA	NA	NA
GO:0045717	negative regulation of fatty acid biosynthetic process	1100	1628	NA	NA	NA	NA
GO:0045721	negative regulation of gluconeogenesis	1109	1619.5	NA	NA	NA	NA
GO:0045727	positive regulation of translation	1566	1199	NA	NA	NA	NA
GO:0045732	positive regulation of protein catabolic process	2222	624.5	913	582.5	42	42
GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	1179	1551	1064	486	1065	1065
GO:0045761	regulation of adenylate cyclase activity	1684	1094	853	625	469	469
GO:0045787	positive regulation of cell cycle	1489	1274	NA	NA	NA	NA
GO:0045814	negative regulation of gene expression, epigenetic	2665	343	11783	12	331	331
GO:0045824	negative regulation of innate immune response	1733	1042.5	877	609.5	433	433
GO:0045836	positive regulation of meiotic nuclear division	1452	1310.5	NA	NA	NA	NA
GO:0045839	negative regulation of mitotic nuclear division	1119	1609	NA	NA	NA	NA
GO:0045842	positive regulation of mitotic metaphase/anaphase transition	1796	997.5	NA	NA	NA	NA
GO:0045848	positive regulation of nitrogen utilization	1618	1154	NA	NA	NA	NA
GO:0045857	negative regulation of molecular function, epigenetic	1481	1282.5	NA	NA	NA	NA
GO:0045892	negative regulation of transcription, DNA-templated	12866	15	8390	22	-7	7
GO:0045893	positive regulation of transcription, DNA-templated	9384	27	4791	63	-36	36
GO:0045899	positive regulation of RNA polymerase II transcription preinitiation complex assembly	1481	1282.5	1147	449.5	833	833
GO:0045910	negative regulation of DNA recombination	1596	1173	NA	NA	NA	NA
GO:0045927	positive regulation of growth	2412	446	624	772	-326	326
GO:0045930	negative regulation of mitotic cell cycle	1147	1587.5	NA	NA	NA	NA
GO:0045931	positive regulation of mitotic cell cycle	2668	342	NA	NA	NA	NA
GO:0045943	positive regulation of transcription by RNA polymerase I	1495	1267	719	719	548	548
GO:0045944	positive regulation of transcription by RNA polymerase II	4807	89	2051	219.5	-130.5	130.5
GO:0045962	positive regulation of development, heterochronic	2030	798.5	699	728.5	70	70
GO:0045995	regulation of embryonic development	2311	539.5	NA	NA	NA	NA
GO:0046033	AMP metabolic process	75	2363	NA	NA	NA	NA
GO:0046034	ATP metabolic process	115	2338	NA	NA	NA	NA
GO:0046081	dUTP catabolic process	706	1941	NA	NA	NA	NA
GO:0046084	adenine biosynthetic process	273	2261	NA	NA	NA	NA
GO:0046085	adenosine metabolic process	52	2376	NA	NA	NA	NA
GO:0046104	thymidine metabolic process	2255	589	NA	NA	NA	NA
GO:0046166	glyceraldehyde-3-phosphate biosynthetic process	663	1971	NA	NA	NA	NA
GO:0046177	D-gluconate catabolic process	410	2168	NA	NA	NA	NA
GO:0046185	aldehyde catabolic process	337	2232.5	NA	NA	NA	NA
GO:0046202	cyanide biosynthetic process	511	2094.5	NA	NA	NA	NA
GO:0046244	salicylic acid catabolic process	2171	678.5	NA	NA	NA	NA
GO:0046274	lignin catabolic process	861	1820.5	NA	NA	NA	NA
GO:0046294	formaldehyde catabolic process	594	2027	497	860	1167	1167
GO:0046322	negative regulation of fatty acid oxidation	1211	1515	NA	NA	NA	NA
GO:0046340	diacylglycerol catabolic process	571	2046	NA	NA	NA	NA
GO:0046364	monosaccharide biosynthetic process	1019	1690	NA	NA	NA	NA
GO:0046398	UDP-glucuronate metabolic process	2376	474	NA	NA	NA	NA
GO:0046417	chorismate metabolic process	346	2223	NA	NA	NA	NA
GO:0046443	FAD metabolic process	562	2051	NA	NA	NA	NA
GO:0046460	neutral lipid biosynthetic process	1162	1573.5	NA	NA	NA	NA
GO:0046467	membrane lipid biosynthetic process	1761	1021	NA	NA	NA	NA
GO:0046470	phosphatidylcholine metabolic process	1929	886	618	781.5	104.5	104.5
GO:0046471	phosphatidylglycerol metabolic process	1370	1380	NA	NA	NA	NA
GO:0046473	phosphatidic acid metabolic process	1769	1015	NA	NA	NA	NA
GO:0046475	glycerophospholipid catabolic process	870	1814.5	NA	NA	NA	NA
GO:0046506	sulfolipid biosynthetic process	2224	623	NA	NA	NA	NA
GO:0046512	sphingosine biosynthetic process	2198	650.5	1392	354	296.5	296.5
GO:0046513	ceramide biosynthetic process	344	2224.5	563	814	1410.5	1410.5
GO:0046521	sphingoid catabolic process	2369	485	NA	NA	NA	NA
GO:0046620	regulation of organ growth	1918	901	791	667.5	233.5	233.5
GO:0046621	negative regulation of organ growth	1122	1606	581	803.5	802.5	802.5
GO:0046622	positive regulation of organ growth	1563	1204.5	NA	NA	NA	NA
GO:0046653	tetrahydrofolate metabolic process	2297	554	1654	292.5	261.5	261.5
GO:0046654	tetrahydrofolate biosynthetic process	2271	573	NA	NA	NA	NA
GO:0046655	folic acid metabolic process	644	1990	921	575	1415	1415
GO:0046685	response to arsenic-containing substance	2061	774	846	628.5	145.5	145.5
GO:0046686	response to cadmium ion	6748	50	9565	18	32	32
GO:0046688	response to copper ion	3439	176	NA	NA	NA	NA
GO:0046713	borate transport	308	2244.5	NA	NA	NA	NA
GO:0046741	transport of virus in host, tissue to tissue	2276	571	NA	NA	NA	NA
GO:0046777	protein autophosphorylation	32881	3	7153	25	-22	22
GO:0046785	microtubule polymerization	1045	1674.5	421	900	774.5	774.5
GO:0046839	phospholipid dephosphorylation	1295	1436	NA	NA	NA	NA
GO:0046854	phosphatidylinositol phosphorylation	1627	1145	NA	NA	NA	NA
GO:0046855	inositol phosphate dephosphorylation	1364	1386	NA	NA	NA	NA
GO:0046856	phosphatidylinositol dephosphorylation	2442	430.5	NA	NA	NA	NA
GO:0046865	terpenoid transport	2334	518	NA	NA	NA	NA
GO:0046898	response to cycloheximide	2103	744.5	NA	NA	NA	NA
GO:0046900	tetrahydrofolylpolyglutamate metabolic process	2418	442	NA	NA	NA	NA
GO:0046903	secretion	2112	735.5	NA	NA	NA	NA
GO:0046907	intracellular transport	1258	1475	630	765.5	709.5	709.5
GO:0046938	phytochelatin biosynthetic process	1328	1415	NA	NA	NA	NA
GO:0046939	nucleotide phosphorylation	1556	1213.5	NA	NA	NA	NA
GO:0047484	regulation of response to osmotic stress	3676	153	5162	41	112	112
GO:0048015	phosphatidylinositol-mediated signaling	2398	458	2167	200.5	257.5	257.5
GO:0048016	inositol phosphate-mediated signaling	881	1806	NA	NA	NA	NA
GO:0048024	regulation of mRNA splicing, via spliceosome	1817	981.5	65	1049.5	-68	68
GO:0048026	positive regulation of mRNA splicing, via spliceosome	1459	1299	632	764	535	535
GO:0048193	Golgi vesicle transport	923	1765	NA	NA	NA	NA
GO:0048211	Golgi vesicle docking	1532	1236	NA	NA	NA	NA
GO:0048229	gametophyte development	968	1732	277	975	757	757
GO:0048232	male gamete generation	1054	1663.5	NA	NA	NA	NA
GO:0048235	pollen sperm cell differentiation	1589	1180	1238	416	764	764
GO:0048263	determination of dorsal identity	1096	1632	NA	NA	NA	NA
GO:0048268	clathrin coat assembly	418	2160	1342	377	1783	1783
GO:0048278	vesicle docking	2542	381	1200	431	-50	50
GO:0048280	vesicle fusion with Golgi apparatus	2367	486	NA	NA	NA	NA
GO:0048281	inflorescence morphogenesis	783	1876	NA	NA	NA	NA
GO:0048285	organelle fission	1216	1514	527	832	682	682
GO:0048316	seed development	3300	189	1271	405	-216	216
GO:0048317	seed morphogenesis	3895	131	NA	NA	NA	NA
GO:0048354	mucilage biosynthetic process involved in seed coat development	1355	1393.5	454	884	509.5	509.5
GO:0048358	mucilage pectin biosynthetic process	1519	1247	NA	NA	NA	NA
GO:0048359	mucilage metabolic process involved in seed coat development	1194	1534	456	881	653	653
GO:0048363	mucilage pectin metabolic process	1045	1674.5	NA	NA	NA	NA
GO:0048364	root development	13291	14	16674	4	10	10
GO:0048366	leaf development	6075	59	2767	144	-85	85
GO:0048367	shoot system development	3527	170	2743	146	24	24
GO:0048437	floral organ development	3555	168	1654	292.5	-124.5	124.5
GO:0048438	floral whorl development	655	1980	NA	NA	NA	NA
GO:0048439	flower morphogenesis	590	2031	NA	NA	NA	NA
GO:0048440	carpel development	340	2228	499	859	1369	1369
GO:0048441	petal development	1713	1059.5	626	768	291.5	291.5
GO:0048442	sepal development	2352	492	1032	507.5	-15.5	15.5
GO:0048443	stamen development	2820	284	NA	NA	NA	NA
GO:0048444	floral organ morphogenesis	1109	1619.5	NA	NA	NA	NA
GO:0048446	petal morphogenesis	1383	1370	1359	367	1003	1003
GO:0048449	floral organ formation	585	2033	263	978.5	1054.5	1054.5
GO:0048462	carpel formation	327	2238.5	NA	NA	NA	NA
GO:0048467	gynoecium development	1822	977	NA	NA	NA	NA
GO:0048479	style development	2209	641	NA	NA	NA	NA
GO:0048480	stigma development	2197	652	NA	NA	NA	NA
GO:0048481	plant ovule development	2698	332.5	1677	286	46.5	46.5
GO:0048482	plant ovule morphogenesis	1337	1408	NA	NA	NA	NA
GO:0048497	maintenance of floral organ identity	1701	1070	NA	NA	NA	NA
GO:0048498	establishment of petal orientation	547	2069	NA	NA	NA	NA
GO:0048507	meristem development	1455	1307	NA	NA	NA	NA
GO:0048508	embryonic meristem development	995	1714	NA	NA	NA	NA
GO:0048510	regulation of timing of transition from vegetative to reproductive phase	7974	34	1076	480	-446	446
GO:0048527	lateral root development	1147	1587.5	568	812	775.5	775.5
GO:0048528	post-embryonic root development	2065	768.5	652	750.5	18	18
GO:0048544	recognition of pollen	28777	4	5566	35	-31	31
GO:0048564	photosystem I assembly	1495	1267	1737	272	995	995
GO:0048571	long-day photoperiodism	1984	839	NA	NA	NA	NA
GO:0048572	short-day photoperiodism	2240	607	1426	344	263	263
GO:0048573	photoperiodism, flowering	4438	98	4548	70	28	28
GO:0048574	long-day photoperiodism, flowering	2040	790.5	891	601	189.5	189.5
GO:0048575	short-day photoperiodism, flowering	2241	606	1427	343	263	263
GO:0048576	positive regulation of short-day photoperiodism, flowering	1723	1053.5	2782	141.5	912	912
GO:0048578	positive regulation of long-day photoperiodism, flowering	1685	1092	2771	143	949	949
GO:0048579	negative regulation of long-day photoperiodism, flowering	1116	1612	NA	NA	NA	NA
GO:0048581	negative regulation of post-embryonic development	1531	1237.5	NA	NA	NA	NA
GO:0048586	regulation of long-day photoperiodism, flowering	1990	836.5	2017	225.5	611	611
GO:0048589	developmental growth	899	1793	1593	308	1485	1485
GO:0048609	multicellular organismal reproductive process	1050	1668.5	NA	NA	NA	NA
GO:0048629	trichome patterning	2491	402	NA	NA	NA	NA
GO:0048639	positive regulation of developmental growth	1420	1339	NA	NA	NA	NA
GO:0048640	negative regulation of developmental growth	1106	1624	NA	NA	NA	NA
GO:0048653	anther development	1740	1039	461	880	159	159
GO:0048657	anther wall tapetum cell differentiation	242	2278.5	NA	NA	NA	NA
GO:0048658	anther wall tapetum development	814	1854	NA	NA	NA	NA
GO:0048731	system development	2546	377	1133	456.5	-79.5	79.5
GO:0048759	xylem vessel member cell differentiation	2538	384	NA	NA	NA	NA
GO:0048765	root hair cell differentiation	5541	69	NA	NA	NA	NA
GO:0048766	root hair initiation	2238	609	1175	441.5	167.5	167.5
GO:0048767	root hair elongation	3039	229	1278	401.5	-172.5	172.5
GO:0048768	root hair cell tip growth	2566	370	1074	481	-111	111
GO:0048825	cotyledon development	727	1920.5	796	664	1256.5	1256.5
GO:0048826	cotyledon morphogenesis	742	1908	NA	NA	NA	NA
GO:0048827	phyllome development	1598	1171.5	NA	NA	NA	NA
GO:0048829	root cap development	2806	288	1007	529	-241	241
GO:0048831	regulation of shoot system development	3034	230	2784	140	90	90
GO:0048856	anatomical structure development	81	2358	NA	NA	NA	NA
GO:0048868	pollen tube development	2244	603	762	686	-83	83
GO:0048870	cell motility	200	2301	NA	NA	NA	NA
GO:0050665	hydrogen peroxide biosynthetic process	1071	1647.5	382	928.5	719	719
GO:0050684	regulation of mRNA processing	2161	687.5	NA	NA	NA	NA
GO:0050691	regulation of defense response to virus by host	2012	818	NA	NA	NA	NA
GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	1139	1593	NA	NA	NA	NA
GO:0050776	regulation of immune response	1787	1005	NA	NA	NA	NA
GO:0050777	negative regulation of immune response	1451	1312	NA	NA	NA	NA
GO:0050790	regulation of catalytic activity	2459	421	NA	NA	NA	NA
GO:0050792	regulation of viral process	2082	753.5	NA	NA	NA	NA
GO:0050801	ion homeostasis	1961	858	513	847.5	10.5	10.5
GO:0050821	protein stabilization	2471	413	705	725	-312	312
GO:0050826	response to freezing	2773	303	1929	240	63	63
GO:0050829	defense response to Gram-negative bacterium	4390	102	NA	NA	NA	NA
GO:0050832	defense response to fungus	15559	10	12604	9	1	1
GO:0050982	detection of mechanical stimulus	526	2083.5	NA	NA	NA	NA
GO:0050992	dimethylallyl diphosphate biosynthetic process	549	2065	NA	NA	NA	NA
GO:0051013	microtubule severing	1193	1535	NA	NA	NA	NA
GO:0051014	actin filament severing	84	2356.5	NA	NA	NA	NA
GO:0051017	actin filament bundle assembly	107	2344.5	163	1015.5	1329	1329
GO:0051026	chiasma assembly	479	2110	147	1022	1088	1088
GO:0051028	mRNA transport	1643	1130	NA	NA	NA	NA
GO:0051070	galactomannan biosynthetic process	1155	1581	NA	NA	NA	NA
GO:0051085	chaperone cofactor-dependent protein refolding	933	1753.5	711	721	1032.5	1032.5
GO:0051090	regulation of DNA-binding transcription factor activity	2721	321	NA	NA	NA	NA
GO:0051091	positive regulation of DNA-binding transcription factor activity	1580	1189.5	NA	NA	NA	NA
GO:0051123	RNA polymerase II preinitiation complex assembly	2141	704	NA	NA	NA	NA
GO:0051156	glucose 6-phosphate metabolic process	1125	1602	NA	NA	NA	NA
GO:0051168	nuclear export	1568	1197.5	NA	NA	NA	NA
GO:0051170	import into nucleus	773	1886	NA	NA	NA	NA
GO:0051174	regulation of phosphorus metabolic process	2745	313.5	NA	NA	NA	NA
GO:0051176	positive regulation of sulfur metabolic process	1491	1271.5	NA	NA	NA	NA
GO:0051177	meiotic sister chromatid cohesion	931	1756.5	NA	NA	NA	NA
GO:0051211	anisotropic cell growth	712	1934.5	434	894	1040.5	1040.5
GO:0051214	RNAi-mediated antiviral immunity against RNA virus	2252	594.5	NA	NA	NA	NA
GO:0051224	negative regulation of protein transport	1259	1473	NA	NA	NA	NA
GO:0051225	spindle assembly	4399	101	973	545.5	-444.5	444.5
GO:0051228	mitotic spindle disassembly	1069	1649.5	725	716	933.5	933.5
GO:0051245	negative regulation of cellular defense response	1359	1388	NA	NA	NA	NA
GO:0051247	positive regulation of protein metabolic process	1474	1292	NA	NA	NA	NA
GO:0051252	regulation of RNA metabolic process	1924	892	NA	NA	NA	NA
GO:0051258	protein polymerization	1852	950	1791	262	688	688
GO:0051260	protein homooligomerization	1931	882	NA	NA	NA	NA
GO:0051262	protein tetramerization	1672	1103.5	NA	NA	NA	NA
GO:0051276	chromosome organization	427	2153	1302	388	1765	1765
GO:0051289	protein homotetramerization	2548	375	NA	NA	NA	NA
GO:0051301	cell division	4009	121	2291	186	-65	65
GO:0051302	regulation of cell division	2587	365	1664	288.5	76.5	76.5
GO:0051307	meiotic chromosome separation	924	1763.5	3329	102	1661.5	1661.5
GO:0051321	meiotic cell cycle	2165	685	802	662	23	23
GO:0051331	meiotic G2 phase	928	1760	NA	NA	NA	NA
GO:0051365	cellular response to potassium ion starvation	452	2130	NA	NA	NA	NA
GO:0051382	kinetochore assembly	824	1844.5	NA	NA	NA	NA
GO:0051410	detoxification of nitrogen compound	448	2133.5	NA	NA	NA	NA
GO:0051415	microtubule nucleation by interphase microtubule organizing center	992	1717	NA	NA	NA	NA
GO:0051418	microtubule nucleation by microtubule organizing center	993	1715.5	NA	NA	NA	NA
GO:0051446	positive regulation of meiotic cell cycle	1489	1274	NA	NA	NA	NA
GO:0051453	regulation of intracellular pH	2794	294	1285	397	-103	103
GO:0051484	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process	845	1828	NA	NA	NA	NA
GO:0051493	regulation of cytoskeleton organization	1978	844.5	NA	NA	NA	NA
GO:0051510	regulation of unidimensional cell growth	4007	122	NA	NA	NA	NA
GO:0051511	negative regulation of unidimensional cell growth	1262	1469.5	NA	NA	NA	NA
GO:0051512	positive regulation of unidimensional cell growth	1715	1057	1093	470.5	586.5	586.5
GO:0051513	regulation of monopolar cell growth	3052	228	NA	NA	NA	NA
GO:0051555	flavonol biosynthetic process	882	1805	NA	NA	NA	NA
GO:0051560	mitochondrial calcium ion homeostasis	1195	1533	NA	NA	NA	NA
GO:0051567	histone H3-K9 methylation	1169	1567	NA	NA	NA	NA
GO:0051568	histone H3-K4 methylation	2137	711	NA	NA	NA	NA
GO:0051571	positive regulation of histone H3-K4 methylation	1825	975.5	1094	469	506.5	506.5
GO:0051574	positive regulation of histone H3-K9 methylation	1443	1320	626	768	552	552
GO:0051592	response to calcium ion	2700	329.5	NA	NA	NA	NA
GO:0051596	methylglyoxal catabolic process	1111	1616.5	NA	NA	NA	NA
GO:0051603	proteolysis involved in cellular protein catabolic process	2371	483.5	2159	203	280.5	280.5
GO:0051604	protein maturation	1595	1174.5	NA	NA	NA	NA
GO:0051607	defense response to virus	1807	990.5	1067	485	505.5	505.5
GO:0051639	actin filament network formation	88	2354	23	1065	1289	1289
GO:0051640	organelle localization	1217	1513	2643	158	1355	1355
GO:0051645	Golgi localization	686	1953.5	NA	NA	NA	NA
